,room0,room1,type0,type1,changed
1978,b,b,wall,door,False
1979,b,b,door,wall,False
1980,b,b,wall,wall,False
1981,b,b,wall,wall,False
1982,b,b,wall,door,False
1983,b,b,door,wall,False
1984,b,b,wall,wall,False
1985,b,b,wall,wall,False
1986,b,b,wall,wall,False
1987,b,b,wall,table,False
1988,b,b,table,wall,False
1989,b,b,wall,wall,False
1990,b,b,wall,door,False
1991,b,b,door,wall,False
1992,b,b,wall,wall,False
1993,b,b,wall,wall,False
1994,b,b,wall,door,False
1995,b,b,door,door,False
1996,b,b,door,wall,False
1997,b,b,wall,wall,False
1998,b,b,wall,door,False
1999,b,b,door,wall,False
2000,b,b,wall,wall,False
2001,b,b,wall,door,False
2002,b,b,door,wall,False
2003,b,b,wall,wall,False
2004,b,b,wall,wall,False
2005,b,b,wall,wall,False
2006,b,b,wall,wall,False
2007,b,b,wall,wall,False
2008,b,b,wall,wall,False
2009,b,b,wall,wall,False
2010,b,b,wall,wall,False
2011,b,b,wall,door,False
2012,b,b,door,wall,False
2013,b,b,wall,wall,False
2014,b,b,wall,wall,False
2015,b,b,wall,wall,False
2016,b,b,wall,table,False
2017,b,b,table,door,False
2018,b,b,door,wall,False
2019,b,b,wall,door,False
2020,b,b,door,wall,False
2021,b,b,wall,wall,False
2022,b,b,wall,door,False
2023,b,b,door,table,False
2024,b,b,table,wall,False
2025,b,b,wall,table,False
2026,b,b,table,wall,False
2027,b,b,wall,table,False
2028,b,b,table,wall,False
2029,b,b,wall,door,False
2030,b,b,door,wall,False
2031,b,b,wall,door,False
2032,b,a,door,door,True
2033,a,a,door,wall,False
2034,a,a,wall,wall,False
2035,a,a,wall,wall,False
2036,a,a,wall,wall,False
2037,a,a,wall,wall,False
2038,a,a,wall,door,False
2039,a,a,door,wall,False
2040,a,a,wall,door,False
2041,a,b,door,door,True
2042,b,b,door,wall,False
2043,b,b,wall,table,False
2044,b,b,table,wall,False
2045,b,b,wall,wall,False
2046,b,b,wall,table,False
2047,b,b,table,wall,False
2048,b,b,wall,door,False
2049,b,b,door,wall,False
2050,b,b,wall,wall,False
2051,b,b,wall,door,False
2052,b,b,door,wall,False
2053,b,b,wall,wall,False
2054,b,b,wall,wall,False
2055,b,b,wall,wall,False
2056,b,b,wall,wall,False
2057,b,b,wall,wall,False
2058,b,b,wall,wall,False
2059,b,b,wall,table,False
2060,b,b,table,wall,False
2061,b,b,wall,table,False
2062,b,b,table,door,False
2063,b,b,door,wall,False
2064,b,b,wall,door,False
2065,b,b,door,wall,False
2066,b,b,wall,wall,False
2067,b,b,wall,wall,False
2068,b,b,wall,door,False
2069,b,b,door,wall,False
2070,b,b,wall,door,False
2071,b,b,door,wall,False
2072,b,b,wall,wall,False
2073,b,b,wall,wall,False
2074,b,b,wall,wall,False
2075,b,b,wall,wall,False
2076,b,b,wall,wall,False
2077,b,b,wall,door,False
2078,b,b,door,wall,False
2079,b,b,wall,door,False
2080,b,b,door,wall,False
2081,b,b,wall,table,False
2082,b,b,table,wall,False
2083,b,b,wall,wall,False
2084,b,b,wall,door,False
2085,b,b,door,wall,False
2086,b,b,wall,wall,False
2087,b,b,wall,door,False
2088,b,b,door,wall,False
2089,b,b,wall,wall,False
2090,b,b,wall,wall,False
2091,b,b,wall,wall,False
2092,b,b,wall,wall,False
2093,b,b,wall,wall,False
2094,b,b,wall,wall,False
2095,b,b,wall,table,False
2096,b,b,table,wall,False
2097,b,b,wall,wall,False
2098,b,b,wall,table,False
2099,b,b,table,wall,False
2100,b,b,wall,door,False
2101,b,a,door,door,True
2102,a,a,door,table,False
2103,a,a,table,wall,False
2104,a,a,wall,wall,False
2105,a,a,wall,wall,False
2106,a,a,wall,wall,False
2107,a,a,wall,wall,False
2108,a,a,wall,wall,False
2109,a,a,wall,wall,False
2110,a,a,wall,door,False
2111,a,a,door,door,False
2112,a,a,door,wall,False
2113,a,a,wall,door,False
2114,a,a,door,wall,False
2115,a,a,wall,door,False
2116,a,a,door,wall,False
2117,a,a,wall,wall,False
2118,a,a,wall,door,False
2119,a,a,door,door,False
2120,a,a,door,wall,False
2121,a,a,wall,wall,False
2122,a,a,wall,wall,False
2123,a,a,wall,wall,False
2124,a,a,wall,wall,False
2125,a,a,wall,wall,False
2126,a,a,wall,wall,False
2127,a,a,wall,wall,False
2128,a,a,wall,table,False
2129,a,a,table,wall,False
2130,a,a,wall,wall,False
2131,a,a,wall,table,False
2132,a,a,table,wall,False
2133,a,a,wall,wall,False
2134,a,a,wall,wall,False
2135,a,a,wall,wall,False
2136,a,a,wall,wall,False
2137,a,a,wall,door,False
2138,a,a,door,wall,False
2139,a,a,wall,table,False
2140,a,a,table,wall,False
2141,a,a,wall,table,False
2142,a,a,table,wall,False
2143,a,a,wall,wall,False
2144,a,a,wall,wall,False
2145,a,a,wall,wall,False
2146,a,a,wall,door,False
2147,a,a,door,door,False
2148,a,a,door,wall,False
2149,a,a,wall,wall,False
2150,a,a,wall,wall,False
2151,a,a,wall,wall,False
2152,a,a,wall,wall,False
2153,a,a,wall,table,False
2154,a,a,table,door,False
2155,a,a,door,door,False
2156,a,b,door,door,True
2157,b,b,door,wall,False
2158,b,b,wall,wall,False
2159,b,b,wall,door,False
2160,b,b,door,wall,False
2161,b,b,wall,wall,False
2162,b,b,wall,table,False
2163,b,b,table,wall,False
2164,b,b,wall,door,False
2165,b,b,door,wall,False
2166,b,b,wall,wall,False
2167,b,b,wall,wall,False
2168,b,b,wall,table,False
2169,b,b,table,wall,False
2170,b,b,wall,door,False
2171,b,b,door,wall,False
2172,b,b,wall,wall,False
2173,b,b,wall,table,False
2174,b,b,table,wall,False
2175,b,b,wall,wall,False
2176,b,b,wall,door,False
2177,b,b,door,wall,False
2178,b,b,wall,wall,False
2179,b,b,wall,wall,False
2180,b,b,wall,wall,False
2181,b,b,wall,wall,False
2182,b,b,wall,wall,False
2183,b,b,wall,wall,False
2184,b,b,wall,door,False
2185,b,b,door,wall,False
2186,b,b,wall,wall,False
2187,b,b,wall,wall,False
2188,b,b,wall,wall,False
2189,b,b,wall,door,False
2190,b,b,door,wall,False
2191,b,b,wall,wall,False
2192,b,b,wall,wall,False
2193,b,b,wall,door,False
2194,b,b,door,wall,False
2195,b,b,wall,wall,False
2196,b,b,wall,wall,False
2197,b,b,wall,wall,False
2198,b,b,wall,door,False
2199,b,b,door,wall,False
2200,b,b,wall,wall,False
2201,b,b,wall,wall,False
2202,b,b,wall,wall,False
2203,b,b,wall,wall,False
2204,b,b,wall,door,False
2205,b,b,door,wall,False
2206,b,b,wall,wall,False
2207,b,b,wall,door,False
2208,b,b,door,wall,False
2209,b,b,wall,door,False
2210,b,b,door,table,False
2211,b,b,table,door,False
2212,b,b,door,wall,False
2213,b,b,wall,wall,False
2214,b,b,wall,wall,False
2215,b,b,wall,door,False
2216,b,b,door,wall,False
2217,b,b,wall,door,False
2218,b,b,door,table,False
2219,b,b,table,wall,False
2220,b,b,wall,wall,False
2221,b,b,wall,wall,False
2222,b,b,wall,table,False
2223,b,b,table,wall,False
2224,b,b,wall,door,False
2225,b,a,door,door,True
2226,a,a,door,wall,False
2227,a,a,wall,door,False
2228,a,b,door,door,True
2229,b,b,door,wall,False
2230,b,b,wall,door,False
2231,b,b,door,wall,False
2232,b,b,wall,wall,False
2233,b,b,wall,wall,False
2234,b,b,wall,door,False
2235,b,b,door,door,False
2236,b,b,door,wall,False
2237,b,b,wall,wall,False
2238,b,b,wall,wall,False
2239,b,b,wall,door,False
2240,b,b,door,door,False
2241,b,b,door,wall,False
2242,b,b,wall,table,False
2243,b,b,table,wall,False
2244,b,b,wall,wall,False
2245,b,b,wall,wall,False
2246,b,b,wall,wall,False
2247,b,b,wall,wall,False
2248,b,b,wall,wall,False
2249,b,b,wall,wall,False
2250,b,b,wall,door,False
2251,b,b,door,wall,False
2252,b,b,wall,wall,False
2253,b,b,wall,wall,False
2254,b,b,wall,wall,False
2255,b,b,wall,table,False
2256,b,b,table,wall,False
2257,b,b,wall,wall,False
2258,b,b,wall,table,False
2259,b,b,table,wall,False
2260,b,b,wall,door,False
2261,b,b,door,table,False
2262,b,b,table,wall,False
2263,b,b,wall,wall,False
2264,b,b,wall,wall,False
2265,b,b,wall,wall,False
2266,b,b,wall,wall,False
2267,b,b,wall,wall,False
2268,b,b,wall,door,False
2269,b,b,door,wall,False
2270,b,b,wall,wall,False
2271,b,b,wall,wall,False
2272,b,b,wall,table,False
2273,b,b,table,wall,False
2274,b,b,wall,door,False
2275,b,b,door,wall,False
2276,b,b,wall,wall,False
2277,b,b,wall,wall,False
2278,b,b,wall,door,False
2279,b,b,door,wall,False
2280,b,b,wall,wall,False
2281,b,b,wall,door,False
2282,b,b,door,wall,False
2283,b,b,wall,wall,False
2284,b,b,wall,wall,False
2285,b,b,wall,wall,False
2286,b,b,wall,wall,False
2287,b,b,wall,wall,False
2288,b,b,wall,wall,False
2289,b,b,wall,wall,False
2290,b,b,wall,door,False
2291,b,b,door,wall,False
2292,b,b,wall,wall,False
2293,b,b,wall,wall,False
2294,b,b,wall,wall,False
2295,b,b,wall,wall,False
2296,b,b,wall,wall,False
2297,b,b,wall,wall,False
2298,b,b,wall,wall,False
2299,b,b,wall,table,False
2300,b,b,table,wall,False
2301,b,b,wall,wall,False
2302,b,b,wall,door,False
2303,b,b,door,wall,False
2304,b,b,wall,wall,False
2305,b,b,wall,wall,False
2306,b,b,wall,wall,False
2307,b,b,wall,wall,False
2308,b,b,wall,table,False
2309,b,b,table,door,False
2310,b,b,door,table,False
2311,b,b,table,wall,False
2312,b,b,wall,wall,False
2313,b,b,wall,wall,False
2314,b,b,wall,door,False
2315,b,b,door,door,False
2316,b,b,door,wall,False
2317,b,b,wall,door,False
2318,b,b,door,wall,False
2319,b,b,wall,wall,False
2320,b,b,wall,wall,False
2321,b,b,wall,wall,False
2322,b,b,wall,door,False
2323,b,b,door,wall,False
2324,b,b,wall,wall,False
2325,b,b,wall,wall,False
2326,b,b,wall,wall,False
2327,b,b,wall,wall,False
2328,b,b,wall,door,False
2329,b,b,door,wall,False
2330,b,b,wall,wall,False
2331,b,b,wall,table,False
2332,b,b,table,door,False
2333,b,b,door,wall,False
2334,b,b,wall,wall,False
2335,b,b,wall,door,False
2336,b,b,door,table,False
2337,b,b,table,wall,False
2338,b,b,wall,wall,False
2339,b,b,wall,wall,False
2340,b,b,wall,wall,False
2341,b,b,wall,wall,False
2342,b,b,wall,table,False
2343,b,b,table,wall,False
2344,b,b,wall,door,False
2345,b,b,door,wall,False
2346,b,b,wall,wall,False
2347,b,b,wall,wall,False
2348,b,b,wall,table,False
2349,b,b,table,wall,False
2350,b,b,wall,wall,False
2351,b,b,wall,door,False
2352,b,b,door,wall,False
2353,b,b,wall,wall,False
2354,b,b,wall,table,False
2355,b,b,table,door,False
2356,b,b,door,wall,False
2357,b,b,wall,wall,False
2358,b,b,wall,wall,False
2359,b,b,wall,wall,False
2360,b,b,wall,wall,False
2361,b,b,wall,wall,False
2362,b,b,wall,wall,False
2363,b,b,wall,door,False
2364,b,b,door,wall,False
2365,b,b,wall,table,False
2366,b,b,table,wall,False
2367,b,b,wall,wall,False
2368,b,b,wall,wall,False
2369,b,b,wall,wall,False
2370,b,b,wall,table,False
2371,b,b,table,door,False
2372,b,b,door,wall,False
2373,b,b,wall,wall,False
2374,b,b,wall,table,False
2375,b,b,table,wall,False
2376,b,b,wall,table,False
2377,b,b,table,door,False
2378,b,b,door,door,False
2379,b,b,door,wall,False
2380,b,b,wall,table,False
2381,b,b,table,wall,False
2382,b,b,wall,wall,False
2383,b,b,wall,door,False
2384,b,b,door,wall,False
2385,b,b,wall,door,False
2386,b,b,door,wall,False
2387,b,b,wall,door,False
2388,b,d,door,door,True
2389,d,d,door,wall,False
2390,d,d,wall,door,False
2391,d,c,door,door,True
2392,c,c,door,wall,False
2393,c,c,wall,door,False
2394,c,c,door,wall,False
2395,c,c,wall,wall,False
2396,c,c,wall,wall,False
2397,c,c,wall,wall,False
2398,c,c,wall,wall,False
2399,c,c,wall,wall,False
2400,c,c,wall,table,False
2401,c,c,table,wall,False
2402,c,c,wall,wall,False
2403,c,c,wall,wall,False
2404,c,c,wall,wall,False
2405,c,c,wall,door,False
2406,c,c,door,wall,False
2407,c,c,wall,wall,False
2408,c,c,wall,wall,False
2409,c,c,wall,wall,False
2410,c,c,wall,table,False
2411,c,c,table,wall,False
2412,c,c,wall,door,False
2413,c,c,door,wall,False
2414,c,c,wall,wall,False
2415,c,c,wall,wall,False
2416,c,c,wall,wall,False
2417,c,c,wall,wall,False
2418,c,c,wall,wall,False
2419,c,c,wall,table,False
2420,c,c,table,wall,False
2421,c,c,wall,wall,False
2422,c,c,wall,wall,False
2423,c,c,wall,wall,False
2424,c,c,wall,wall,False
2425,c,c,wall,wall,False
2426,c,c,wall,wall,False
2427,c,c,wall,door,False
2428,c,c,door,table,False
2429,c,c,table,door,False
2430,c,c,door,wall,False
2431,c,c,wall,wall,False
2432,c,c,wall,door,False
2433,c,c,door,wall,False
2434,c,c,wall,door,False
2435,c,c,door,table,False
2436,c,c,table,wall,False
2437,c,c,wall,wall,False
2438,c,c,wall,wall,False
2439,c,c,wall,door,False
2440,c,c,door,wall,False
2441,c,c,wall,table,False
2442,c,c,table,door,False
2443,c,c,door,wall,False
2444,c,c,wall,wall,False
2445,c,c,wall,door,False
2446,c,c,door,wall,False
2447,c,c,wall,wall,False
2448,c,c,wall,wall,False
2449,c,c,wall,wall,False
2450,c,c,wall,wall,False
2451,c,c,wall,wall,False
2452,c,c,wall,table,False
2453,c,c,table,door,False
2454,c,c,door,wall,False
2455,c,c,wall,wall,False
2456,c,c,wall,door,False
2457,c,c,door,table,False
2458,c,c,table,wall,False
2459,c,c,wall,wall,False
2460,c,c,wall,wall,False
2461,c,c,wall,door,False
2462,c,c,door,door,False
2463,c,c,door,wall,False
2464,c,c,wall,door,False
2465,c,c,door,wall,False
2466,c,c,wall,wall,False
2467,c,c,wall,wall,False
2468,c,c,wall,wall,False
2469,c,c,wall,table,False
2470,c,c,table,wall,False
2471,c,c,wall,door,False
2472,c,d,door,door,True
2473,d,d,door,table,False
2474,d,d,table,wall,False
2475,d,d,wall,wall,False
2476,d,d,wall,wall,False
2477,d,d,wall,wall,False
2478,d,d,wall,wall,False
2479,d,d,wall,wall,False
2480,d,d,wall,table,False
2481,d,d,table,door,False
2482,d,d,door,wall,False
2483,d,d,wall,wall,False
2484,d,d,wall,door,False
2485,d,d,door,wall,False
2486,d,d,wall,door,False
2487,d,d,door,wall,False
2488,d,d,wall,wall,False
2489,d,d,wall,wall,False
2490,d,d,wall,door,False
2491,d,d,door,wall,False
2492,d,d,wall,door,False
2493,d,d,door,door,False
2494,d,d,door,wall,False
2495,d,d,wall,wall,False
2496,d,d,wall,wall,False
2497,d,d,wall,table,False
2498,d,d,table,wall,False
2499,d,d,wall,wall,False
2500,d,d,wall,wall,False
2501,d,d,wall,wall,False
2502,d,d,wall,wall,False
2503,d,d,wall,table,False
2504,d,d,table,door,False
2505,d,d,door,table,False
2506,d,d,table,wall,False
2507,d,d,wall,wall,False
2508,d,d,wall,door,False
2509,d,d,door,wall,False
2510,d,d,wall,wall,False
2511,d,d,wall,door,False
2512,d,d,door,door,False
2513,d,d,door,wall,False
2514,d,d,wall,wall,False
2515,d,d,wall,door,False
2516,d,d,door,wall,False
2517,d,d,wall,door,False
2518,d,c,door,door,True
2519,c,c,door,wall,False
2520,c,c,wall,door,False
2521,c,c,door,wall,False
2522,c,c,wall,wall,False
2523,c,c,wall,wall,False
2524,c,c,wall,door,False
2525,c,c,door,door,False
2526,c,c,door,wall,False
2527,c,c,wall,door,False
2528,c,c,door,wall,False
2529,c,c,wall,door,False
2530,c,c,door,table,False
2531,c,c,table,door,False
2532,c,c,door,wall,False
2533,c,c,wall,wall,False
2534,c,c,wall,wall,False
2535,c,c,wall,table,False
2536,c,c,table,door,False
2537,c,c,door,wall,False
2538,c,c,wall,wall,False
2539,c,c,wall,wall,False
2540,c,c,wall,wall,False
2541,c,c,wall,door,False
2542,c,c,door,wall,False
2543,c,c,wall,wall,False
2544,c,c,wall,door,False
2545,c,c,door,wall,False
2546,c,c,wall,wall,False
2547,c,c,wall,door,False
2548,c,c,door,wall,False
2549,c,c,wall,door,False
2550,c,c,door,wall,False
2551,c,c,wall,wall,False
2552,c,c,wall,wall,False
2553,c,c,wall,wall,False
2554,c,c,wall,door,False
2555,c,c,door,wall,False
2556,c,c,wall,door,False
2557,c,c,door,wall,False
2558,c,c,wall,wall,False
2559,c,c,wall,door,False
2560,c,c,door,wall,False
2561,c,c,wall,wall,False
2562,c,c,wall,door,False
2563,c,c,door,wall,False
2564,c,c,wall,wall,False
2565,c,c,wall,table,False
2566,c,c,table,wall,False
2567,c,c,wall,wall,False
2568,c,c,wall,wall,False
2569,c,c,wall,wall,False
2570,c,c,wall,wall,False
2571,c,c,wall,wall,False
2572,c,c,wall,wall,False
2573,c,c,wall,door,False
2574,c,c,door,table,False
2575,c,c,table,wall,False
2576,c,c,wall,wall,False
2577,c,c,wall,wall,False
2578,c,c,wall,wall,False
2579,c,c,wall,wall,False
2580,c,c,wall,door,False
2581,c,d,door,door,True
2582,d,d,door,wall,False
2583,d,d,wall,wall,False
2584,d,d,wall,door,False
2585,d,d,door,wall,False
2586,d,d,wall,wall,False
2587,d,d,wall,wall,False
2588,d,d,wall,door,False
2589,d,d,door,wall,False
2590,d,d,wall,wall,False
2591,d,d,wall,wall,False
2592,d,d,wall,table,False
2593,d,d,table,wall,False
2594,d,d,wall,door,False
2595,d,d,door,wall,False
2596,d,d,wall,wall,False
2597,d,d,wall,wall,False
2598,d,d,wall,table,False
2599,d,d,table,door,False
2600,d,d,door,wall,False
2601,d,d,wall,wall,False
2602,d,d,wall,wall,False
2603,d,d,wall,door,False
2604,d,d,door,wall,False
2605,d,d,wall,door,False
2606,d,d,door,wall,False
2607,d,d,wall,wall,False
2608,d,d,wall,wall,False
2609,d,d,wall,wall,False
2610,d,d,wall,door,False
2611,d,d,door,wall,False
2612,d,d,wall,wall,False
2613,d,d,wall,wall,False
2614,d,d,wall,door,False
2615,d,d,door,wall,False
2616,d,d,wall,wall,False
2617,d,d,wall,wall,False
2618,d,d,wall,door,False
2619,d,d,door,wall,False
2620,d,d,wall,wall,False
2621,d,d,wall,wall,False
2622,d,d,wall,door,False
2623,d,d,door,wall,False
2624,d,d,wall,wall,False
2625,d,d,wall,wall,False
2626,d,d,wall,wall,False
2627,d,d,wall,wall,False
2628,d,d,wall,door,False
2629,d,d,door,wall,False
2630,d,d,wall,wall,False
2631,d,d,wall,door,False
2632,d,b,door,door,True
2633,b,b,door,wall,False
2634,b,b,wall,wall,False
2635,b,b,wall,wall,False
2636,b,b,wall,wall,False
2637,b,b,wall,wall,False
2638,b,b,wall,wall,False
2639,b,b,wall,table,False
2640,b,b,table,wall,False
2641,b,b,wall,table,False
2642,b,b,table,wall,False
2643,b,b,wall,door,False
2644,b,b,door,wall,False
2645,b,b,wall,wall,False
2646,b,b,wall,wall,False
2647,b,b,wall,door,False
2648,b,b,door,table,False
2649,b,b,table,wall,False
2650,b,b,wall,wall,False
2651,b,b,wall,wall,False
2652,b,b,wall,wall,False
2653,b,b,wall,wall,False
2654,b,b,wall,wall,False
2655,b,b,wall,door,False
2656,b,a,door,door,True
2657,a,b,door,door,True
2658,b,b,door,wall,False
2659,b,b,wall,wall,False
2660,b,b,wall,table,False
2661,b,b,table,wall,False
2662,b,b,wall,wall,False
2663,b,b,wall,table,False
2664,b,b,table,door,False
2665,b,b,door,wall,False
2666,b,b,wall,wall,False
2667,b,b,wall,wall,False
2668,b,b,wall,wall,False
2669,b,b,wall,wall,False
2670,b,b,wall,door,False
2671,b,d,door,door,True
2672,d,d,door,table,False
2673,d,d,table,wall,False
2674,d,d,wall,wall,False
2675,d,d,wall,door,False
2676,d,d,door,wall,False
2677,d,d,wall,wall,False
2678,d,d,wall,door,False
2679,d,d,door,wall,False
2680,d,d,wall,door,False
2681,d,d,door,wall,False
2682,d,d,wall,wall,False
2683,d,d,wall,wall,False
2684,d,d,wall,wall,False
2685,d,d,wall,wall,False
2686,d,d,wall,wall,False
2687,d,d,wall,table,False
2688,d,d,table,door,False
2689,d,d,door,door,False
2690,d,d,door,wall,False
2691,d,d,wall,wall,False
2692,d,d,wall,wall,False
2693,d,d,wall,table,False
2694,d,d,table,door,False
2695,d,d,door,wall,False
2696,d,d,wall,table,False
2697,d,d,table,door,False
2698,d,d,door,wall,False
2699,d,d,wall,door,False
2700,d,d,door,door,False
2701,d,d,door,wall,False
2702,d,d,wall,wall,False
2703,d,d,wall,door,False
2704,d,d,door,wall,False
2705,d,d,wall,wall,False
2706,d,d,wall,door,False
2707,d,d,door,table,False
2708,d,d,table,wall,False
2709,d,d,wall,wall,False
2710,d,d,wall,table,False
2711,d,d,table,wall,False
2712,d,d,wall,wall,False
2713,d,d,wall,door,False
2714,d,d,door,wall,False
2715,d,d,wall,wall,False
2716,d,d,wall,wall,False
2717,d,d,wall,door,False
2718,d,d,door,wall,False
2719,d,d,wall,wall,False
2720,d,d,wall,door,False
2721,d,d,door,wall,False
2722,d,d,wall,wall,False
2723,d,d,wall,wall,False
2724,d,d,wall,door,False
2725,d,c,door,door,True
2726,c,c,door,wall,False
2727,c,c,wall,wall,False
2728,c,c,wall,wall,False
2729,c,c,wall,wall,False
2730,c,c,wall,wall,False
2731,c,c,wall,wall,False
2732,c,c,wall,wall,False
2733,c,c,wall,table,False
2734,c,c,table,wall,False
2735,c,c,wall,table,False
2736,c,c,table,wall,False
2737,c,c,wall,wall,False
2738,c,c,wall,door,False
2739,c,c,door,wall,False
2740,c,c,wall,wall,False
2741,c,c,wall,wall,False
2742,c,c,wall,wall,False
2743,c,c,wall,wall,False
2744,c,c,wall,table,False
2745,c,c,table,wall,False
2746,c,c,wall,table,False
2747,c,c,table,wall,False
2748,c,c,wall,door,False
2749,c,c,door,wall,False
2750,c,c,wall,table,False
2751,c,c,table,wall,False
2752,c,c,wall,door,False
2753,c,c,door,wall,False
2754,c,c,wall,door,False
2755,c,c,door,wall,False
2756,c,c,wall,door,False
2757,c,c,door,wall,False
2758,c,c,wall,table,False
2759,c,c,table,wall,False
2760,c,c,wall,wall,False
2761,c,c,wall,wall,False
2762,c,c,wall,table,False
2763,c,c,table,wall,False
2764,c,c,wall,door,False
2765,c,c,door,wall,False
2766,c,c,wall,wall,False
2767,c,c,wall,table,False
2768,c,c,table,wall,False
2769,c,c,wall,wall,False
2770,c,c,wall,wall,False
2771,c,c,wall,door,False
2772,c,c,door,wall,False
2773,c,c,wall,wall,False
2774,c,c,wall,wall,False
2775,c,c,wall,wall,False
2776,c,c,wall,door,False
2777,c,c,door,table,False
2778,c,c,table,door,False
2779,c,c,door,door,False
2780,c,c,door,wall,False
2781,c,c,wall,door,False
2782,c,a,door,door,True
2783,a,a,door,wall,False
2784,a,a,wall,door,False
2785,a,a,door,wall,False
2786,a,a,wall,door,False
2787,a,a,door,wall,False
2788,a,a,wall,wall,False
2789,a,a,wall,wall,False
2790,a,a,wall,wall,False
2791,a,a,wall,table,False
2792,a,a,table,wall,False
2793,a,a,wall,wall,False
2794,a,a,wall,door,False
2795,a,a,door,door,False
2796,a,a,door,wall,False
2797,a,a,wall,table,False
2798,a,a,table,door,False
2799,a,a,door,wall,False
2800,a,a,wall,door,False
2801,a,a,door,table,False
2802,a,a,table,wall,False
2803,a,a,wall,door,False
2804,a,a,door,table,False
2805,a,a,table,wall,False
2806,a,a,wall,wall,False
2807,a,a,wall,door,False
2808,a,a,door,door,False
2809,a,c,door,door,True
2810,c,c,door,wall,False
2811,c,c,wall,table,False
2812,c,c,table,wall,False
2813,c,c,wall,table,False
2814,c,c,table,wall,False
2815,c,c,wall,wall,False
2816,c,c,wall,wall,False
2817,c,c,wall,door,False
2818,c,c,door,wall,False
2819,c,c,wall,wall,False
2820,c,c,wall,table,False
2821,c,c,table,wall,False
2822,c,c,wall,wall,False
2823,c,c,wall,wall,False
2824,c,c,wall,wall,False
2825,c,c,wall,wall,False
2826,c,c,wall,wall,False
2827,c,c,wall,wall,False
2828,c,c,wall,door,False
2829,c,c,door,wall,False
2830,c,c,wall,table,False
2831,c,c,table,door,False
2832,c,c,door,table,False
2833,c,c,table,wall,False
2834,c,c,wall,wall,False
2835,c,c,wall,door,False
2836,c,c,door,wall,False
2837,c,c,wall,table,False
2838,c,c,table,door,False
2839,c,c,door,wall,False
2840,c,c,wall,wall,False
2841,c,c,wall,wall,False
2842,c,c,wall,wall,False
2843,c,c,wall,door,False
2844,c,c,door,door,False
2845,c,c,door,door,False
2846,c,c,door,wall,False
2847,c,c,wall,wall,False
2848,c,c,wall,wall,False
2849,c,c,wall,table,False
2850,c,c,table,wall,False
2851,c,c,wall,door,False
2852,c,c,door,table,False
2853,c,c,table,wall,False
2854,c,c,wall,wall,False
2855,c,c,wall,door,False
2856,c,c,door,wall,False
2857,c,c,wall,door,False
2858,c,c,door,wall,False
2859,c,c,wall,wall,False
2860,c,c,wall,wall,False
2861,c,c,wall,wall,False
2862,c,c,wall,wall,False
2863,c,c,wall,wall,False
2864,c,c,wall,table,False
2865,c,c,table,wall,False
2866,c,c,wall,wall,False
2867,c,c,wall,door,False
2868,c,c,door,wall,False
2869,c,c,wall,door,False
2870,c,c,door,table,False
2871,c,c,table,wall,False
2872,c,c,wall,door,False
2873,c,c,door,table,False
2874,c,c,table,door,False
2875,c,a,door,door,True
2876,a,a,door,wall,False
2877,a,a,wall,wall,False
2878,a,a,wall,wall,False
2879,a,a,wall,door,False
2880,a,b,door,door,True
2881,b,b,door,wall,False
2882,b,b,wall,door,False
2883,b,b,door,wall,False
2884,b,b,wall,wall,False
2885,b,b,wall,wall,False
2886,b,b,wall,door,False
2887,b,b,door,wall,False
2888,b,b,wall,wall,False
2889,b,b,wall,table,False
2890,b,b,table,wall,False
2891,b,b,wall,wall,False
2892,b,b,wall,wall,False
2893,b,b,wall,table,False
2894,b,b,table,door,False
2895,b,d,door,door,True
2896,d,d,door,door,False
2897,d,d,door,wall,False
2898,d,d,wall,wall,False
2899,d,d,wall,door,False
2900,d,d,door,wall,False
2901,d,d,wall,wall,False
2902,d,d,wall,wall,False
2903,d,d,wall,door,False
2904,d,d,door,door,False
2905,d,d,door,wall,False
2906,d,d,wall,wall,False
2907,d,d,wall,wall,False
2908,d,d,wall,wall,False
2909,d,d,wall,table,False
2910,d,d,table,wall,False
2911,d,d,wall,table,False
2912,d,d,table,wall,False
2913,d,d,wall,wall,False
2914,d,d,wall,door,False
2915,d,d,door,wall,False
2916,d,d,wall,wall,False
2917,d,d,wall,wall,False
2918,d,d,wall,door,False
2919,d,d,door,wall,False
2920,d,d,wall,table,False
2921,d,d,table,wall,False
2922,d,d,wall,wall,False
2923,d,d,wall,wall,False
2924,d,d,wall,door,False
2925,d,d,door,wall,False
2926,d,d,wall,wall,False
2927,d,d,wall,wall,False
2928,d,d,wall,wall,False
2929,d,d,wall,door,False
2930,d,d,door,door,False
2931,d,d,door,wall,False
2932,d,d,wall,wall,False
2933,d,d,wall,wall,False
2934,d,d,wall,table,False
2935,d,d,table,wall,False
2936,d,d,wall,wall,False
2937,d,d,wall,door,False
2938,d,d,door,wall,False
2939,d,d,wall,wall,False
2940,d,d,wall,wall,False
2941,d,d,wall,wall,False
2942,d,d,wall,wall,False
2943,d,d,wall,table,False
2944,d,d,table,wall,False
2945,d,d,wall,wall,False
2946,d,d,wall,wall,False
2947,d,d,wall,door,False
2948,d,d,door,wall,False
2949,d,d,wall,table,False
2950,d,d,table,door,False
2951,d,d,door,wall,False
2952,d,d,wall,wall,False
2953,d,d,wall,wall,False
2954,d,d,wall,door,False
